,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Colonic Neoplasms,0.75949585,0.092285395,-0.06470913,-0.07625362,0.38389292,0.16197006,-0.004057914,0.1402063,0.2360791,-1.5939264,-0.39645028,1.2570829,0.7834153,0.13790095,0.61954015,0.22456118,0.14697582,0.47062632,-0.44034323,0.17619747,0.40745068,0.10285246,-0.49465886,0.12952283,-0.6063593,-0.13478571,-0.37644818,-0.2347399,0.5951839,-0.050882243,0.012634054,0.55543715,0.32095593,-0.04600276,0.93693006,0.6272303,-0.8862445,-0.91425925,-0.90273786,-0.59822524,0.11558914,0.64360714,0.2104367,0.6461176,-0.62154144,0.12015515,-0.31847474,-0.86986417,-0.32295933,0.19738261,-1.3077269,-0.48560077,0.26877362,0.87232083,1.1457503,-0.17818475,0.19464204,0.46051112,-0.6449661,-0.6550253,0.61254287,-0.13696896,-0.55809295,-0.23144023
"Myositis, Inclusion Body",0.23750171,-0.28989595,-0.35365117,-0.28632495,0.4453302,-0.34020126,-0.32130167,0.23549075,0.12745032,-0.1530394,0.17536741,0.34301555,0.38911664,0.295401,-0.10562763,-0.21657053,0.15308793,0.37076557,-0.30794692,0.28255,0.3206803,0.26173353,-0.49979022,0.16871369,-0.30364132,0.05118071,0.20582946,-0.40147847,0.32083288,-0.12384502,-0.25278905,0.14364676,0.25826168,0.25561324,0.24965334,0.44029093,-0.28427634,-0.4656852,-0.18871857,-0.19792414,0.25040552,0.12551223,0.48492098,0.24305612,-0.3548553,0.11877258,0.26044354,-0.39587626,-0.29449183,-0.23170659,-0.34170315,-0.38721165,0.2742295,0.24923585,0.29023558,0.34053388,-0.3350397,0.21007448,-0.3041198,0.20222867,0.2508587,-0.28925568,-0.14372079,0.23986204
Ovarian Neoplasms,-0.1367749,1.1363382,1.1335807,0.40598035,-1.3493656,-0.032206446,2.887053,0.09397793,-0.7027165,-0.8951075,-0.79221,2.3817072,-0.626071,-0.21484327,0.5189134,0.11892867,-0.29995787,0.312083,-1.5981715,0.5747924,0.37559342,0.22748375,0.5159515,0.9661586,-0.87670046,-0.98627603,1.1992931,-0.57170945,1.8119403,-0.5977496,-0.06489133,0.2581098,-0.42165762,0.2968439,0.43535447,0.66714466,-0.44543898,1.7751187,-0.35921788,-0.6911502,-1.0703875,0.21515286,1.1164118,0.91867316,-0.07958931,0.50010073,-1.5160854,0.12138748,0.017045021,-0.76497626,-0.922844,-0.5539422,0.6163712,-1.1774502,1.8226359,-0.39835894,-0.19813228,0.45471457,-1.1924682,-0.8258368,-0.1699363,1.384682,-1.549669,0.97206426
Prostatic Neoplasms,-0.2739591,1.3811771,0.8987193,0.38756424,-0.6750174,-0.39930424,3.1005309,0.30758595,-0.84194225,-0.41896367,-0.34767318,2.1831985,-0.40165186,-0.19562685,0.6752211,-0.07248497,-0.5129349,0.7012119,-1.657036,0.525033,0.9485545,0.0020353794,0.5832826,1.5047843,-0.83669484,-1.134022,1.2641165,-0.3658566,1.4578694,-0.9046705,0.11698855,0.5225526,-0.6746893,-0.34445262,0.6882588,0.20498627,-0.0516935,2.3036344,-0.826115,-0.8193254,-0.7344713,1.0486152,1.205188,-0.13812685,-0.62438655,0.16124058,-1.1162889,0.3352487,0.096001685,-0.69460773,-0.92112696,-0.6669605,0.82513773,-1.1204894,1.2162561,-0.5486517,-0.080022395,0.98982,-1.5699975,-1.063656,-0.2951386,1.1894008,-1.3323057,1.0640528
Huntington Disease,0.01725614,1.1083205,1.0289643,-0.01546824,-0.95674187,0.07932174,2.7813828,0.5765081,-0.5149212,-0.7908853,-0.7484691,2.5075696,-0.43640298,-0.2842419,0.18186975,0.16829324,-0.70086044,0.17625308,-1.6048295,0.81165504,0.8218913,-0.2952522,0.40934312,1.5229932,-0.7975895,-1.1154462,1.0671713,-0.41117215,1.448415,-0.59645784,-0.38145375,0.51573944,-0.58095324,0.17708158,0.51437545,0.26719773,0.0024380088,1.5950811,-0.7157035,-1.0206342,-0.78933305,-0.26849174,1.0737128,0.9985926,-0.39406896,0.6943673,-1.5544327,0.46726418,-0.18138564,-0.27447593,-0.8069092,-0.6573436,0.3703233,-0.88768166,1.4138281,-0.56090784,-0.20223862,0.8230089,-1.3029706,-0.5876773,-0.13331509,0.9288212,-1.2316864,1.5641634
Lung Neoplasms,0.043088555,0.62512976,1.4891676,-0.6575038,-0.5770544,-0.015360832,2.5742614,-0.38510618,-1.4467342,-1.3605032,-0.7395096,1.7934567,-0.23223764,-0.73158294,0.543285,0.25873145,-0.048888803,0.7624092,-1.0210935,0.4489174,0.34798887,0.30677915,-0.031549215,1.1438327,-1.0854007,-1.0974096,-0.00028926134,-0.6801842,2.287932,-0.5012987,0.17431691,0.64792967,-0.44831657,0.20556408,0.21129669,1.3952647,-0.4049412,1.2538129,-0.06700909,-0.45921,-0.9663175,0.37720776,1.226176,0.24162042,-0.33118373,0.8668553,-0.9317951,-0.4261362,0.20397413,-0.44948035,-0.7643933,-1.0523074,0.87429196,-0.69855845,1.1605103,-0.36583036,0.36762202,0.44201007,-1.403368,-0.53615975,-0.5427045,0.95752907,-0.74935913,0.5411325
Breast Neoplasms,-0.24851573,1.0272624,1.2572273,0.3126542,-1.1096396,0.15557349,3.3549826,-0.028653622,-0.9453809,-0.91611946,-0.9576043,2.0061555,-0.29669538,-0.17856479,0.9862323,0.39658666,-0.2819779,0.60425603,-1.4657006,0.7364385,0.54709744,0.30961394,0.42781234,0.75574225,-0.768265,-1.0649686,0.9545098,-0.5009289,1.5609205,-0.80373466,-0.36261392,0.16847551,-0.51206905,-0.032412767,0.21858557,0.9006684,-0.32894456,2.0618677,0.055272758,-0.69841844,-0.7434087,0.27519375,1.1968119,0.5262906,-0.016425192,0.20941663,-1.1849883,0.02704978,0.21303582,-0.74925476,-0.9909536,-0.6629009,0.3565476,-1.2578149,1.7677429,-0.5746439,0.15304548,0.4265208,-1.6676409,-0.7007353,-0.36972284,1.1387511,-1.4943572,1.3099129
Neoplasms,-0.24219072,1.5253822,0.98724747,0.108472764,-0.46388006,0.18359017,2.8967423,0.21165845,-1.1363916,-0.7603073,-1.1205575,1.7731961,-0.04764062,-0.06240499,-0.41148847,-0.0330292,-0.50047255,0.5718342,-1.2626764,0.655743,0.74505806,-0.510558,0.7488432,2.1605628,-0.4417655,-1.142839,1.2075661,-0.9112834,1.382148,-0.6862117,-0.15573335,0.5287106,-0.32899958,0.23573208,0.00065121055,-0.17325324,-0.46675146,1.9370933,-0.8274406,-0.6627102,-1.1164556,0.19312704,1.2067009,0.2606578,-1.1210208,0.92077553,-0.7907357,0.44129086,0.16938078,-0.9398614,-0.6454318,-0.102786064,0.71297336,-1.1291132,1.4664885,-0.27922034,0.027507484,1.3061581,-1.5383492,-1.2327492,-0.34790516,0.993024,-1.3148725,1.1622151
Melanoma,0.085223675,0.24907029,0.22452676,0.14050663,-0.2584464,-0.35188082,2.4305394,0.35516518,-0.7919451,-1.8102767,-0.05939424,1.8204107,-0.023532629,0.34155232,0.9661362,0.18833894,-0.41555232,0.24284661,-1.5303882,0.84969234,0.52555084,0.2511127,0.11405456,1.2322961,-0.35453394,-0.7705957,1.1437514,-0.16136298,1.7500563,-1.0229876,-0.40345696,-0.43553627,-0.61163753,0.032490253,0.4838545,0.21663517,-0.26705712,0.52115214,-0.7770068,-1.1487898,-0.2693097,0.24303472,1.1389811,0.77173173,-0.58620405,-0.21223748,-0.99249184,0.41365874,-1.068302,-0.7063173,-0.87534225,-0.3181882,0.00919199,-0.08920938,1.6693008,-0.46737945,0.42409003,0.83486533,-1.284944,-1.0317925,0.11731887,0.70420235,-1.4833395,1.2834134
Schizophrenia,0.94722205,0.47168,0.19746464,0.29425174,-0.180967,0.36162752,2.1598394,0.51422656,0.0056627393,-0.84541094,-0.43638182,1.42263,0.0053542852,0.09169245,-0.3117566,-0.63868576,-1.1940483,0.4340949,-1.1940173,1.075431,0.65112066,0.34810436,0.25564098,1.1785837,-0.62906015,-0.62886846,1.1469122,-0.67690295,1.4748416,-0.7111172,-0.9925974,-0.21086311,-0.4376438,0.47527963,0.349347,0.6356879,-0.15824714,0.94655013,-0.039818555,-1.0117455,-0.6581985,0.32881942,0.9158376,1.1160188,-0.8479249,-0.22716033,-0.77176774,0.5261114,-0.63394666,-0.65476024,0.003975272,-1.0392592,0.3211233,-0.6830181,1.0909326,0.43243003,-1.147991,0.9798578,-1.5984411,-0.5835233,0.0626716,0.23418945,-1.5423613,2.2810862
"Carcinoma, Hepatocellular",0.3434968,1.8023047,1.0824616,0.28197783,-0.9625162,-0.14817148,3.4783354,-0.08990079,-0.84854096,-0.5634313,-0.9941515,1.4706872,-0.47836596,-0.65926886,0.14947265,0.6061939,-0.31965756,0.6752597,-1.6911976,0.7134433,0.8299149,-0.52662754,0.2201016,1.5352317,-0.49011332,-0.9376193,0.65056586,-0.37477446,1.2748721,-0.70023036,0.11105633,0.707603,-0.85745984,0.06592107,0.34178618,0.0050070286,-0.66675574,2.4156098,-0.709061,-0.6734127,-1.1592602,0.50385803,1.1623416,-0.14152282,-0.763014,0.30152035,-1.0284747,0.15007699,0.29805946,-0.33098078,-1.1097436,-0.53913593,0.80658954,-1.4079115,1.4653343,-0.5307763,0.57105935,1.1177046,-1.7389114,-1.5132341,-0.6390894,0.917227,-1.3473349,0.9580972
Neuroblastoma,0.46609038,0.5313209,0.467855,0.7858083,-0.54403895,0.2277921,2.7235913,0.6695143,-0.4941072,-1.3628731,-0.6816865,1.841705,0.5249444,0.317347,-0.14388758,-0.6354582,-0.5318612,0.4237243,-1.25965,1.6342838,0.7077887,0.21910417,0.09321171,1.4817151,-0.9311506,-1.0595429,1.0702113,-0.25058925,1.3910041,-0.684921,-0.5510013,-0.37541413,-0.6629096,0.11143744,0.30643046,0.023022294,-0.41484964,0.68302774,-0.19041872,-0.60940194,-0.26589984,0.109087646,1.3713207,0.89979184,-0.11223835,0.12996411,-0.933559,0.8846129,-0.5166981,-0.60802346,-0.44037452,-0.31140065,0.6947738,-0.35787493,1.2562811,0.29930532,-0.28430545,0.804243,-1.1786869,-0.8752022,-0.28629726,0.42740345,-0.78773564,1.676488
Colorectal Neoplasms,0.04744315,1.3904119,1.3206594,0.13708419,-0.82476586,0.00971812,3.197195,0.027427167,-0.78416795,-0.6046423,-1.2173079,2.0865223,-0.60001874,-0.49202228,0.4295228,0.28361678,0.014134973,0.61025846,-1.1656735,0.807714,0.7834234,-0.10072887,0.54981947,1.2079054,-0.67006356,-0.9585763,0.69608223,-0.1419248,1.269501,-0.9253448,-0.09439629,0.32643735,-0.9926645,-0.1512773,0.32961088,0.308483,-0.5243413,2.4365258,-0.58347726,-0.7906991,-1.0173099,0.23558086,1.2748793,0.20869154,-0.52708066,0.27677524,-1.0306613,-0.047246933,0.22701865,-0.13109565,-1.1511472,-0.6460521,0.98020995,-1.3038831,1.3782464,-0.6794069,0.0031864643,1.1312047,-1.5247512,-1.125155,-0.34188724,1.1240674,-1.6541176,1.178941
Eosinophilic Esophagitis,0.23840411,-0.28789526,-0.34795567,-0.27807358,0.44271234,-0.332619,-0.31527168,0.2337834,0.12505077,-0.15690365,0.17083733,0.34327096,0.3857099,0.2910377,-0.10172856,-0.21078603,0.15159889,0.36665013,-0.3052144,0.2744003,0.3162561,0.25582677,-0.49010226,0.16628432,-0.30412462,0.046760987,0.20083345,-0.3936821,0.31569004,-0.1235773,-0.24876368,0.14221247,0.2537974,0.25054032,0.25124946,0.4351129,-0.2832464,-0.46299672,-0.18726175,-0.20050988,0.24463381,0.12703301,0.47669718,0.24093807,-0.35288376,0.123913124,0.25803962,-0.39225557,-0.28957447,-0.23002876,-0.33965042,-0.38231495,0.2702685,0.2511672,0.28523374,0.3364517,-0.32929543,0.20460321,-0.30613112,0.19898212,0.24799778,-0.2843823,-0.14685676,0.23764318
Osteosarcoma,0.22041684,0.49821115,0.37376332,-0.60830355,0.82804096,-0.84493697,0.9540439,0.14761882,-1.161287,-1.5936729,-0.64500505,2.7189627,-0.049443938,0.28400326,0.24218357,0.004088044,-0.40039617,0.9750208,-1.2193075,0.46178102,0.7589982,-0.022018075,-0.79905987,1.2287116,-0.58071125,-0.9377805,1.0731274,-0.12082668,1.1316831,0.46894124,0.1505327,0.27743566,-0.14056474,0.5872267,0.40897003,0.836997,-0.9672841,-0.4476531,-0.9684841,-1.073221,-0.12269744,0.49558067,0.86279464,0.5810346,-0.34202152,0.98059165,-0.2677682,-1.0035754,-0.49930394,0.08520901,-1.2507191,-0.58325577,0.9513932,0.7884362,0.98493767,-0.10779971,0.08580774,0.69132775,-1.3931823,-0.29935962,-0.14620724,0.3364062,-0.16059726,-0.0322071
"Thyroid Cancer, Papillary",-0.15739399,0.40817925,0.44881412,-0.11848204,-0.11900264,0.40546092,0.7475821,-0.29057255,-0.6129832,-0.5131707,-0.5056584,0.44773063,0.26369023,0.2136865,0.2488049,0.689798,-0.28276405,-0.056373447,-0.109025784,-0.5529311,0.19876346,0.16206753,0.29048574,0.017777413,-0.50657785,-0.33179158,-0.07664317,0.33888727,0.10449025,0.16744202,0.106287025,0.43282723,-0.028516032,-0.23332804,0.24238625,-0.785236,-0.30020064,0.0089990795,-0.43629515,-0.40291822,-0.2986524,0.3964769,-0.15253887,0.48664302,0.0005966127,-0.003011942,-0.04850456,-0.29763508,-0.22187977,-0.13928169,-0.317302,0.15803051,0.034501493,0.39165205,0.01023604,-0.2841864,0.5263323,-0.03142029,-0.046456516,-0.5261998,0.39994204,0.24581362,0.0024464577,-0.5461196
Retinoblastoma,0.219473,-0.21384607,-0.24987738,-0.14232233,0.3778898,-0.13058215,-0.2153018,0.24966791,-0.007946631,-0.21054131,0.099162176,0.33609048,0.36594534,0.24149808,-0.023729071,-0.07440899,0.106128484,0.27198887,-0.2892687,0.10120931,0.23906179,0.17308886,-0.3080633,0.10611689,-0.36750183,-0.061333407,0.07686601,-0.30528253,0.19860104,-0.05614211,-0.12262871,0.15739056,0.15452705,0.13390395,0.24498661,0.3573347,-0.2878906,-0.44160306,-0.14242953,-0.23303331,0.14699133,0.11388411,0.29260504,0.20141639,-0.34172982,0.17856991,0.18587035,-0.2822875,-0.28287962,-0.16218922,-0.36570022,-0.32598817,0.18201154,0.27551875,0.23110893,0.2608948,-0.24982826,0.1504394,-0.3585183,0.12686633,0.27677503,-0.23060186,-0.16979253,0.18213537
"Carcinoma, Squamous Cell",0.81035066,-0.44688272,0.021290839,-0.73190016,0.68723863,-0.6175975,0.07906166,0.48606932,0.28587228,-2.2726994,-0.2520227,1.1801287,1.5658667,-0.11542624,1.0217259,-0.032953948,-0.0136015415,1.0296597,-0.37099165,0.9392886,0.3370313,0.22090077,-1.3222612,0.9571704,0.020514995,-0.44319892,-0.2427789,-0.5184777,1.2826276,0.23131964,-0.14597192,0.80552244,0.4794725,0.8502211,0.9820576,1.3498263,-0.7969688,-1.0589397,-1.0017093,-0.64172214,0.23348781,0.7889119,1.4589517,-0.066117704,-1.1740656,-0.36638886,0.010152787,-1.0773169,-0.2951256,-0.101104125,-0.9144303,-0.50206995,1.2527432,0.8662344,1.5537643,0.4064562,-0.01644361,0.63659245,-0.27431124,-0.4666473,0.071864665,0.22805473,-0.6260006,-0.10296227
Glioblastoma,0.5135913,-0.6641404,-0.25978056,-0.0067625046,0.19894764,-0.34551346,0.73789465,0.5054426,-0.17932925,-1.1151186,-0.5531998,1.5379733,0.53273004,0.39529693,0.79053074,0.6707349,-0.14130664,0.415147,-1.1070391,0.17714715,0.4548417,-0.23151535,-0.2554074,0.46073812,-0.27259535,-0.5196226,-0.14056799,0.052846193,0.21354039,0.16400042,0.16705966,0.37471294,0.8996594,0.7062974,0.42082158,0.6801357,-0.5962045,-1.1303885,-0.3915094,-0.77662075,-0.6273868,0.37151587,0.71300095,0.87665784,-0.59940434,0.55106467,-0.26937932,-0.56653744,0.028054148,-0.21753347,-1.1885676,-0.8747847,0.36089644,1.1351687,0.49436274,-0.41923353,0.19790465,-0.11865467,-0.76822346,-0.40716892,0.31262672,0.27089906,-0.24075231,-0.39193463
Astrocytoma,0.671262,-0.87414694,-0.18285006,-1.0209298,0.27734625,-0.5886067,0.7221091,0.9007613,0.7474442,-1.7067618,-0.26653558,1.3043517,0.28849345,-0.7020431,0.41606873,0.5202589,-0.8956689,1.2343254,-1.2996529,0.5694618,1.1584135,0.49070853,-0.97182286,1.028389,-0.2415365,-0.6214179,0.4038883,-0.6900302,0.40406725,0.12071332,-0.08261944,0.2699472,0.4810386,1.0027122,0.4818074,1.4490738,-0.8166065,-0.6972623,-0.62089366,-0.75921535,0.23279786,-0.10045686,1.3615785,0.9975175,-0.8146674,0.73844516,-0.34691775,-0.5120084,0.6007068,-0.85849077,-0.8962836,-0.79777086,0.085084885,1.1402414,1.4727345,0.560562,-0.6194529,-0.26629043,-0.7882232,-0.3383933,0.13476726,0.03833601,0.21843678,1.0830252
Esophageal Neoplasms,0.5117644,-0.9346999,-0.6182625,-0.76848245,1.1569123,-0.8929655,-0.40237582,0.47284496,0.42804345,-0.9230132,-0.35660824,1.3431121,1.5225935,0.3852492,0.32209888,-0.08064174,0.14275366,1.4032999,-0.94229674,1.1174428,1.3363231,0.7031938,-1.4916403,0.56288356,-0.55136204,-0.27277827,0.5574076,-0.5675851,0.8483772,0.17281947,-0.6133232,0.37478656,0.7927659,0.67789924,0.34641337,1.5772599,-0.8355612,-1.4934654,-0.7185447,-0.8501763,0.41039285,0.85535955,1.5440955,0.4994073,-0.85964817,-0.36496708,0.9768073,-1.4074335,-0.76179755,-0.4382668,-1.2183151,-0.9600273,0.93626744,1.1092985,1.618455,1.1682262,-0.808022,0.34623948,-0.72871065,-0.31180346,0.48719245,-0.35500473,0.17956597,0.34112978
Tongue Neoplasms,0.24609073,-0.29602778,-0.3378068,-0.26550898,0.44200325,-0.33000383,-0.3124901,0.23034433,0.13530105,-0.172975,0.16367982,0.34264147,0.38631648,0.27857763,-0.093085006,-0.20891167,0.15304244,0.36455894,-0.2999722,0.26935005,0.3116733,0.24325074,-0.47885135,0.1592389,-0.30291525,0.038534805,0.19325529,-0.37828413,0.31104156,-0.1313057,-0.24782908,0.13844036,0.24851261,0.2501669,0.25918424,0.4353863,-0.28360534,-0.46723422,-0.18361233,-0.20634857,0.23729528,0.12804092,0.47107604,0.23538175,-0.355753,0.13430713,0.256574,-0.3965031,-0.27575892,-0.2295935,-0.33343875,-0.37000164,0.27103245,0.2579412,0.282038,0.33680743,-0.31921318,0.193337,-0.30870888,0.19429179,0.24279948,-0.27807456,-0.15709086,0.23473477
