,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
"Myositis, Inclusion Body",-0.16674635,0.13910758,-0.33510926,0.04770587,0.3811828,-0.12712742,0.00474371,0.0071869725,-0.030508518,-0.3908253,0.0005824901,-0.28360903,-0.15941986,0.2015826,-0.2907406,-0.12251299,-0.051407307,-0.037942834,0.08458206,0.0068714432,0.36031058,-0.33957657,0.4196217,0.11763248,0.116321065,-0.10196225,0.19060323,-0.11175935,-0.10786635,0.10040738,-0.35991713,-0.076879784,0.10334617,0.4301133,-0.09419313,0.6142876,-0.12261647,0.243204,-0.08331355,-0.020726405,-0.13494453,0.073715225,0.17589542,-0.34688857,0.16337211,0.11496323,-0.14248914,-0.14160867,-0.0052904338,0.042937763,0.20633177,-0.14784555,-0.27033526,-0.16265026,-0.25388226,0.39616472,0.1219933,0.14372018,-0.087004565,-0.08380096,0.054554604,0.06604397,-0.023797348,-0.095077656
Ovarian Neoplasms,-0.4862099,0.6979341,0.100550264,0.25869673,-0.4005651,0.10338473,0.5965711,1.0822881,0.15930742,-1.0889764,0.7929183,-0.4254574,-0.9592501,-0.043708086,0.31796467,0.12912485,-0.62128544,-0.5953756,0.5782682,-0.3461306,0.70014966,0.28820416,0.46436453,0.513143,-0.4698594,-0.30030757,-1.1671408,-0.4265292,1.0371804,-0.89439446,0.98913383,-0.6421495,1.0816454,0.76628137,0.5406854,-0.1287934,-0.05794546,0.61220884,0.85799104,0.031148002,0.48754284,0.40177307,0.45116615,-0.94533783,-0.30188778,0.043589853,-0.4760117,0.15110028,0.20632538,-0.35937256,0.11468585,0.3755164,-0.1950145,0.13059214,-0.01937686,0.083496585,0.889207,-0.038666453,-0.92601067,0.3749442,0.17951125,0.4899307,-0.49776563,0.4018474
Melanoma,-0.40750247,0.49319088,0.5356197,0.48538357,0.21209997,-0.12059712,0.39264458,0.71149385,0.42558432,-0.44232076,0.59933805,-0.36966857,-0.25508747,0.09247184,-0.04599844,-0.30838388,0.09180139,-0.26325333,-0.008880794,-0.55549055,0.6483151,0.88084435,-0.6770171,0.5270328,-0.13584188,-0.26666766,-1.0086364,-0.24635342,0.74955094,-0.376639,0.4985296,0.39061853,0.9452397,-0.08021288,-0.14154051,-0.050623864,0.6454782,0.47610343,0.42878342,0.6158264,0.13630965,0.07148364,0.46858966,-0.5268808,-0.035469353,0.5592874,-0.27623144,0.36197484,-0.5497155,0.71009433,-0.793879,0.6672813,-0.37983218,0.13786514,0.2960954,-0.15360907,0.5506234,0.69110894,-0.32414454,0.3723457,-0.5342444,0.16691309,-1.2240779,0.5443976
"Carcinoma, Non-Small-Cell Lung",-0.5047345,1.2907223,0.6434825,-0.08243617,-0.43468115,-0.046064433,0.3164019,1.2017459,0.7006711,-0.634186,1.1184471,-0.26302904,-1.0871983,-0.061671503,0.13195646,0.23456004,-0.51361316,-0.7673023,0.4385007,0.04200536,1.0571773,0.47749585,-0.71445066,0.6060978,0.007646024,-0.7244435,-0.9055371,-0.31242865,1.0026349,-0.08991042,0.98117256,-0.23402107,0.47328547,0.71251005,-0.34517008,-0.33872098,-0.062714964,0.65483433,0.8645523,0.6202531,0.251177,0.27999726,0.036788344,-0.050000757,-0.6747963,-0.000666596,0.5947972,0.07000023,-0.55104566,-0.15729265,-0.26483756,0.7486644,-0.39098167,-0.18385285,0.32984802,0.4633505,0.21595488,-0.32888177,-0.7619613,-0.36068484,-0.92223763,0.087393284,0.083700985,0.6626302
Urinary Bladder Neoplasms,-0.3837339,1.2983048,1.004401,-0.13793656,-0.122642666,-0.29090703,0.3744138,0.7091759,0.37561828,-1.3125815,0.6636466,-0.5102773,-0.3675177,-0.14242414,0.35188654,-0.068648376,-0.6883028,-0.3694657,0.35298508,-0.101049244,1.1088428,0.38626474,-0.9988477,0.17371362,-0.08454719,-0.5553204,-0.83386374,-0.37526876,0.54906595,-0.23950523,0.85771704,-0.32652643,0.7420252,0.18245575,-0.6889002,-0.0694655,-0.077081814,1.2097745,0.62188965,0.72206044,0.71169686,-0.29294497,-0.053551197,0.07285333,-0.30872515,-0.1469389,0.36529785,-0.24531007,-0.9415644,-0.44270623,0.5597788,1.7400248,-0.6630628,0.06827049,0.754747,0.009627283,0.7641399,-0.006855637,-0.3041907,0.28050092,-0.64866865,-0.08942881,-0.21906787,-0.11854769
Esophageal Squamous Cell Carcinoma,-0.054770857,2.0648308,0.6808878,-0.04901457,-0.27709326,-0.22226764,0.7004955,0.5746161,0.51066417,-0.45213354,0.7676296,-0.7451166,-1.1798482,0.29000667,-0.70968986,-0.6275209,-0.087714985,-0.28876466,-0.6434742,0.28896877,0.63236594,0.6141696,-1.073885,0.7480186,-0.083435684,0.090292096,-0.28142554,-0.43988207,-0.33102825,-0.5001553,0.978518,-0.29500782,0.79875547,0.23740727,-0.6336606,-0.40819082,-0.3853896,0.74493814,0.2592654,1.0239605,0.98552555,0.6101991,0.019601524,-0.21012795,-0.47161627,0.51949716,0.17676194,0.5797058,0.40482083,0.76407564,-0.45977563,0.77033675,-0.14144439,-0.29225194,0.083726496,-0.017958775,-0.04920116,0.32413542,-0.16594057,0.7079905,-0.4108515,-0.0758664,0.1208128,0.110465065
"Thyroid Cancer, Papillary",0.18487746,0.4063865,-0.3206319,-0.107356764,0.060769185,-0.34128374,-0.08025054,0.1889977,0.04763463,-0.026045326,0.12353265,0.33055216,-0.48165306,0.2062167,0.31585154,-0.0062794536,0.34138608,0.04146391,-0.44708797,-0.112657435,0.41087753,-0.32093507,-0.27076048,-0.5258904,0.24018382,0.44513783,-0.40438083,0.0060355663,0.48850712,-0.22424993,0.118947275,0.13043553,0.097892866,-0.15044314,-0.19467075,0.12926695,-0.44142103,0.2890097,0.37767324,0.028756585,-0.01768104,-0.04216513,-0.1305292,-0.1304256,0.54210377,0.10681094,-0.54309624,0.556525,-0.36146998,-0.11238983,-0.23200527,0.12593693,-0.22743529,0.2394226,0.23219553,-0.123300225,-0.13568053,0.2505346,0.0038250387,-0.3154049,-0.418511,-0.35647014,0.3315192,0.1675075
Osteosarcoma,-0.66945815,0.9086462,0.3053574,0.22314289,0.13045344,-1.2698743,0.16957419,1.2585139,0.19993442,-0.78589344,-0.38523054,0.04839252,0.019306913,-0.30734512,-0.29122576,-0.16629876,-0.5628554,0.21820122,0.38582426,-0.46318746,0.8615608,0.010442793,-1.1508896,0.5465232,-0.3150129,-0.027819693,-0.66188943,-0.2973036,0.04471305,0.45044264,0.6686995,0.340725,0.58486825,0.187026,-0.7404124,-0.102017045,-0.36108565,0.14667249,0.7360199,1.2449899,0.56063044,0.18969089,-0.13876924,-0.125516,-0.63794667,0.16021061,-0.028014429,0.71553004,0.12825991,0.5167704,-1.095361,0.15832728,-0.56654346,0.20010018,0.040707007,-0.012250796,0.3711692,0.827155,-0.10619536,0.8145684,-0.32187283,0.70704913,-0.01988402,0.6703937
Retinoblastoma,0.11438295,0.48910853,0.033077307,-0.34762612,0.043972723,-0.48255932,-0.17890286,0.009088851,-0.18055862,0.25283808,0.08058131,0.25711942,-0.16742504,0.11513013,-0.5509658,0.04742437,-0.06406465,-0.042711183,0.13989387,0.019720644,0.56361485,-0.45941722,-0.492262,0.03914587,-0.15122518,0.28496012,0.08548976,0.06562936,-0.15470126,0.09512097,-0.17822346,0.009983328,-0.17573392,0.0062860027,-0.044035636,-0.0055957157,-0.0588336,0.19458917,-0.111699976,0.41316223,0.29418296,-0.22918582,-0.23661089,0.13757586,-0.53572327,-0.41836494,0.5559116,-0.07633358,0.16727817,0.10490683,-0.09254135,0.3561005,-0.33654755,-0.41289124,-0.1757076,0.22307628,-0.01556593,-0.105808616,0.09985146,0.20893449,-0.41035384,0.48686382,0.2984982,-0.062973045
"Carcinoma, Hepatocellular",0.5254379,1.2454354,0.8556715,0.30357492,-0.8993636,-0.2805481,1.309346,0.6924379,0.7973356,-0.43751922,0.53479415,-1.0813518,-0.4910032,-0.49321195,-0.0244686,-0.48452163,-0.85752606,0.6873342,0.38780588,0.3299563,0.8710915,1.0426579,-0.76355934,-0.044707656,0.4943061,-1.117845,-0.62183434,-0.5898821,1.0627613,0.14189595,1.2542926,-0.18143791,0.8721864,0.97573423,-0.9420633,0.33926317,0.05549185,0.49209848,0.8518106,1.3606699,0.9364673,0.23304212,-0.9752289,-0.5678016,-0.11539221,0.036226112,-0.06136772,0.50368345,-1.1600612,-0.7189069,-0.93685484,0.6198387,-0.20195597,0.24449465,0.07004923,1.3390621,0.6115792,-0.57190603,-0.38741893,1.1622589,-0.7445748,-0.032401383,0.8010531,0.17891982
Colorectal Neoplasms,0.05973351,1.4769745,0.96415424,0.9839111,-0.6412306,-0.79542005,0.6914632,0.6124743,0.102433324,-1.2116755,0.008566856,-1.126471,-0.6236651,0.07026613,-0.01914084,0.5746583,-0.72891927,0.15640755,0.81777596,-0.37703747,0.7230797,0.6589575,-1.4487572,0.55454314,0.9170978,-1.183682,-1.5283449,-0.39061433,0.5956147,0.19343552,0.21505299,-0.21422851,1.1547632,-0.013995111,-0.10927516,-0.12615547,0.07358087,0.58448356,0.65264165,1.2561488,-0.25335428,-0.14789143,-0.397959,0.10107529,-0.09231876,0.15423247,-0.112341195,0.7507056,-0.36802158,-0.53466034,-0.3256524,0.80023575,-0.90023214,0.2984278,0.6313595,0.42746067,0.3790336,-0.13098782,-0.40206698,0.7355856,-0.42767277,-0.076863065,0.72932047,-0.29060805
Lung Neoplasms,-0.7948448,1.9814684,0.58444077,0.0062842965,0.02087146,0.24695678,0.5723399,0.3602628,0.7507102,-0.2986496,0.33578813,-0.78366244,-0.8455421,0.5256669,-0.2793299,-0.34459978,-0.3985861,-0.18176752,-0.19332446,-0.37252527,0.9334732,0.47861558,-0.9788804,0.9451839,0.59357536,-0.053205587,-0.146753,-0.16721736,0.55145645,-0.22996885,0.47461295,-0.170753,0.9546113,-0.16797158,0.35456055,-0.51054686,0.09827962,1.173451,0.5551138,1.1164105,0.27375928,0.7342935,-0.118804276,-0.10358831,-0.08964795,0.2088277,0.6212733,0.36893648,-0.08771214,-0.28868186,-0.8112142,0.57243174,0.23743573,0.06877899,0.18169609,0.44136518,-0.1837629,-0.3031137,-0.21882099,0.70019627,-1.020616,0.15815507,-0.21523333,0.29828277
Breast Neoplasms,-0.25523221,1.0457922,-0.11536974,0.8139568,-0.6077104,0.46480754,0.7238977,0.9484606,-0.40769663,-1.8281109,1.1499969,-0.23989688,-0.19094539,-0.31981084,0.35342175,0.46350217,-1.3616514,-0.672964,0.42320496,0.13389325,0.98757595,0.54703724,-1.0194314,0.5581783,-0.15832481,-0.688746,-1.11925,-0.2002924,0.64952624,0.1537711,1.134299,-0.6413443,0.31232938,0.0018109158,-0.14545615,-0.3080384,-0.41225868,1.3689034,0.5180219,1.5160587,0.58251196,0.24804012,-0.9829625,0.13390374,-0.65297186,1.2537963,0.31840318,0.26442498,-0.5365812,-0.41939747,0.043646038,0.47355488,-0.11587849,0.3176796,0.18438444,0.8294792,0.40561703,-0.7307597,-0.53150284,0.37104243,-0.1904392,0.58065623,0.251543,0.85133016
Aging,-0.0162443,0.110011995,0.046725176,-0.0794431,-0.08642854,0.07438714,-0.004190501,0.3517247,0.66780007,-0.08975166,0.041785505,0.08179961,-0.36658862,-0.027364274,-0.2031487,-0.3288036,-0.0102432165,-0.48038673,-0.2999986,0.09874725,-0.43778613,-0.37831706,-0.21371011,-0.098286964,-0.0018319119,0.029653452,-0.32926667,-0.025411364,0.12625423,-0.18220803,0.036983162,-0.70785195,-0.2881662,0.10918889,0.30723885,-0.24568406,-0.26656336,-0.05037722,-0.009600246,0.18944004,0.065244205,0.1699911,0.12381229,-0.14003055,-0.00055757596,0.25553894,0.32830974,-0.13396369,0.28190345,-0.191092,-0.06888586,-0.27187002,-0.15515327,0.21120152,0.05246704,0.026951365,-0.48207605,-0.361079,0.009117002,-0.19818044,0.23508748,0.27317417,0.064643934,0.03542498
Uterine Cervical Neoplasms,-0.07834339,0.86600566,0.9372251,-0.9585959,-0.26945966,-0.462193,0.90772593,0.47513446,0.5587353,-0.47593698,0.83042616,0.010343447,-0.3152814,0.19464973,-0.0057812035,0.031171128,-0.65345544,-0.012880653,0.9144652,-0.5122967,0.76169133,0.38755935,-0.30914304,0.7892003,0.6325639,0.0028135628,-1.0025735,0.11120668,1.1400268,0.08913061,0.4858444,-0.527781,0.53608644,-0.05233176,0.232081,-0.68866175,-1.0269377,1.1435094,0.26954544,0.63213134,0.5868043,0.30767435,0.30912942,-0.48224306,-0.76134413,-0.11388019,0.1154748,0.16433212,0.18625176,0.8008349,-0.17266154,0.16816711,-0.28552836,0.5922793,-0.08966461,0.36191276,0.2784627,-0.4234448,-0.17719884,-0.31460577,-0.71362245,0.35274804,-0.11331576,0.0056227744
Esophageal Neoplasms,-0.7047817,0.5215167,0.9999149,-0.33071482,-0.8225161,0.3756187,0.42194918,0.31386444,0.4796824,-0.6062849,0.09143418,-0.37873593,-0.10895152,-0.45743072,-0.40871567,-0.029529199,-0.6885525,-0.76354,1.0352402,-0.60225105,0.15163107,0.01375328,-0.043126456,0.819994,0.36466736,-0.6442771,-0.613474,0.21940559,0.6695131,0.037542965,0.5821324,-0.8633772,0.32734174,0.0098924935,0.050985917,-0.4969409,0.010607466,-0.31529742,0.46783093,0.20565265,0.56663316,1.1917722,0.4836429,-0.08022781,-0.5868237,0.12286092,-0.01131928,0.36897278,0.18720044,0.33671582,-0.5389155,-0.16300043,-0.42410076,-0.15757765,0.10088389,-0.40055373,0.5950196,0.48950064,0.041674092,0.112157226,0.2581989,0.48160532,-0.7893394,0.12254478
Parotid Neoplasms,-0.016369756,0.11000274,0.04662437,-0.07937108,-0.08650467,0.07435997,-0.004196267,0.35153422,0.6676503,-0.08966102,0.041784815,0.081759214,-0.36645412,-0.02724456,-0.20309213,-0.328766,-0.010173149,-0.4803347,-0.29993868,0.09879306,-0.43762004,-0.3782341,-0.21370974,-0.098120466,-0.0018063616,0.029630128,-0.32919285,-0.025420398,0.12635103,-0.18212849,0.03710948,-0.7076572,-0.2880818,0.10918553,0.3071921,-0.24555482,-0.26644146,-0.05029507,-0.009613262,0.18932465,0.06532379,0.16997331,0.1236391,-0.13993524,-0.0006019578,0.2554294,0.32818002,-0.13394812,0.28200302,-0.19105494,-0.06881119,-0.27178174,-0.15510774,0.21118969,0.05240304,0.026867911,-0.48194093,-0.36102828,0.009073159,-0.19820775,0.23504935,0.27307805,0.06473089,0.03548374
Tongue Neoplasms,-0.016369756,0.11000274,0.04662437,-0.07937108,-0.08650467,0.07435997,-0.0041962666,0.3515342,0.6676503,-0.08966102,0.04178482,0.081759214,-0.36645412,-0.02724456,-0.20309213,-0.328766,-0.010173149,-0.4803347,-0.29993868,0.09879306,-0.43762007,-0.3782341,-0.21370973,-0.098120466,-0.0018063616,0.02963013,-0.32919288,-0.0254204,0.12635103,-0.18212847,0.03710948,-0.7076572,-0.2880818,0.10918553,0.3071921,-0.24555482,-0.26644146,-0.05029507,-0.009613262,0.18932465,0.06532379,0.16997331,0.1236391,-0.13993524,-0.0006019578,0.2554294,0.32818002,-0.13394812,0.28200302,-0.19105494,-0.06881119,-0.27178174,-0.15510774,0.21118969,0.05240304,0.026867911,-0.48194093,-0.36102828,0.009073159,-0.19820775,0.23504935,0.27307805,0.06473089,0.03548374
Depression,0.22095941,0.08886617,0.076680265,0.23687464,-0.12390579,-0.0036974074,-0.24586232,0.47357532,-0.047197644,-0.12439193,0.20061913,-0.14213902,0.17761481,0.35117087,0.43261844,-0.004184024,-0.08411912,-0.05245,-0.1257112,0.38772184,-0.08348366,-0.14508125,0.05783522,0.26253468,0.023622522,0.08184735,0.046221867,0.99148923,0.12074599,-0.13123493,-0.20976605,0.24564919,0.46884936,0.13231571,0.08427861,0.37657502,-0.16924514,-0.35465112,0.21184912,0.19049934,0.14709842,0.27804428,-0.1457915,-0.08425,0.23906007,-0.21116059,0.35561714,-0.1364658,-0.1463823,0.27228186,0.030449761,-0.055874847,-0.12730233,0.08342883,-0.18146077,-0.21633238,0.0147249475,-0.28414845,0.39489713,0.06295903,0.14040262,-0.05883876,-0.1186967,-0.14849558
Huntington Disease,0.46823236,0.7620051,0.25209796,-0.11819519,-0.3020759,-0.5388865,-0.50210136,0.46357307,-0.38220215,-0.19004521,0.60204893,0.33360758,0.37143373,0.17995024,0.07393676,-0.5550343,0.23023143,-0.02514653,0.31448293,0.8161283,0.4111311,0.27018556,-0.36270636,0.56732357,-0.2998441,0.3619877,0.07042374,-0.07715857,-0.41805232,-0.10443139,0.010265842,0.12822461,-0.1699767,0.21032552,-0.645629,0.25831944,-0.30479354,-0.1330162,0.25368804,0.21004847,-0.60279375,-0.7504427,-0.050120033,-0.023295928,-0.2053737,-0.28188914,0.3307745,-0.40978852,0.681351,-0.096768044,-0.5671623,0.2950926,-0.6210004,-0.45193148,0.2559557,-0.100248404,0.049634844,-0.8397332,0.17635703,0.38482285,-0.03489303,0.37978807,0.2530316,0.17167799
Mental Disorders,0.1819444,0.05426356,0.07212159,0.18414938,-0.15970367,0.018131737,-0.24733207,0.43557793,-0.059471827,-0.12479934,0.19188365,-0.13786319,0.1936278,0.3333143,0.4160313,-0.035246186,-0.07299769,-0.036126014,-0.12722948,0.35992372,-0.08427429,-0.12210527,0.026094306,0.22842926,0.050680984,0.09939943,0.06990435,0.87195015,0.10520779,-0.12427077,-0.21602856,0.22685355,0.4360072,0.10651465,0.08134133,0.37110245,-0.1916923,-0.35359704,0.24650314,0.21408941,0.114817105,0.26096463,-0.082560115,-0.074591815,0.20724833,-0.18705943,0.32753074,-0.13199249,-0.114587784,0.23814946,0.020903056,-0.04014506,-0.1455146,0.05935907,-0.15787944,-0.1867303,0.040823147,-0.2883603,0.3084187,0.06277913,0.15267603,-0.094327256,-0.11197594,-0.10886578
Schizophrenia,0.49675968,0.046114355,-0.4575683,0.37969553,-0.47386295,-0.04451357,-0.52913153,0.6163322,0.7843876,0.16019347,0.63865197,-0.0835221,0.2113523,0.575637,0.25467613,-0.31322807,-0.660365,-0.04419209,0.60331696,0.10313527,0.007685926,-0.20313479,0.19519323,0.5060212,-0.06424327,0.5516774,0.094172485,0.2902972,-0.22603852,0.12936868,-0.05027374,-0.08298887,0.6973436,-0.31720918,-0.38638788,0.4483043,-0.11119902,-0.3290015,0.39356703,0.06580736,-0.44218588,-0.13635862,-0.3949222,0.14056851,0.31536448,-0.38150626,-0.19459125,0.33449346,-0.029639259,0.365874,0.26564574,-0.15371746,0.1863999,-0.57937217,0.4422118,-0.4396398,-0.10978134,-1.0817213,0.9729948,0.36995566,-0.027997166,-0.09928021,-0.64426464,0.019299507
