,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
BOK-AS1,0.9944138630911475,1.0841159623693356e-11,2.342297219183418e-24,3.1010647673013377e-78,2.0894332151083803e-51,0.0,3.324683658916573e-26,9.581832931103611e-09,0.0,1.5725151220323184e-113,0.0,1.1719901103372624e-19,0.0,5.120983738791367e-177,1.056266051895505e-12,0.0,1.4253557882875372e-14,3.1557373104188474e-06,0.003434419020658024,0.0,6.589656368559128e-247,0.06824008023671678,2.5141123492040405e-06,0.0,2.1372709628487908e-184,3.4953087888987307e-11,1.2718370587510414e-05,1.590714985192395e-92,1.839677954644343e-05,0.26892544738076507,9.53893228436319e-16,7.819736895310038e-16,2.418044192718043e-06,5.2782504176519724e-263,0.0011806070145756935,0.0,1.494934676277122e-20,0.001465379231795149,0.06606785724804112,0.0,0.00010242672541744283,1.611417129018486e-07,0.0,1.275149264559396e-09,4.345379843616785e-06,1.4052213295264843e-23,4.368875778125134e-12,5.258810048526068e-286,7.009608796325487e-96,4.459897056987995e-05,1.0996616611580921e-93,0.0,0.0,1.1527004724827292e-29,2.666560456113159e-29,4.34804198591827e-13,1.5790244294204315e-16,2.2811590927065567e-18,4.1511968132711034e-07,3.0148148597722016e-12,2.9844588787288037e-05,0.0024305602736265767,6.015574195063703e-07,2.8078336260713277e-09
CASC2,0.50569183135657,5.484277612492962e-06,0.0034736166033581804,7.968044060536923e-07,6.252113993259869e-08,0.0,1.1562390780231888e-05,0.5657838333487899,4.241897936608467e-17,7.913907411582156e-05,0.0,0.012365320286709041,0.0,1.3171019651879663e-08,1.7358212207106625e-05,0.0,0.0004533596780840305,0.0007878499490548773,0.07233733325123172,4.363965076972362e-05,2.5238489568105335e-63,0.001561666463404826,0.19719376173144337,0.0,5.206843868304122e-06,0.014540871867538187,0.006629272034536033,2.197984350577002e-18,5.647275543969036e-08,6.011346153547147e-32,0.0004696151363590299,0.03924494441652597,2.294735745746068e-14,4.5785080175384325e-156,0.0006046514511389945,0.0,0.14271393027010543,0.2620637142798904,0.13642991490642103,0.0,0.02841434025732637,0.07150911963975111,0.0,1.5712292287467746e-05,0.21792267732201703,0.0013793942421183266,0.0008260051698838369,0.15416980848678383,0.009912355276807488,0.01994121659311631,0.050241877527441664,0.0,0.0,0.004569070957706586,0.025855549247354163,8.338597885112865e-08,0.001237527248332649,0.028447544522235704,0.016932952050738536,0.008996666800192182,0.030778528956267506,0.6261586874175357,0.0021622179178921947,0.0029336004629648927
CBR3-AS1,0.073209612686911,4.101877908649308e-17,1.2656192385008482e-18,1.854111472763955e-05,1.087813807218309e-12,0.0,5.1236682419080306e-05,6.4644978568461744e-06,1.2668545197743464e-156,4.126305293355652e-26,0.0,1.891897180263744e-39,0.0,3.017410939832488e-129,2.699498720185057e-06,0.0,1.6887735512143503e-05,0.00014702211822313445,7.18774236566663e-05,3.481524593267953e-24,5.507232993091738e-113,0.37014225114657856,0.00046996998246693565,0.0,3.9223795112404186e-26,0.00010119289204891324,1.6329798884540107e-05,9.729275352102928e-88,5.140181629713319e-07,0.035932557004315045,7.611277818152876e-31,4.861650555746204e-13,0.00014961652164878213,3.319147465998655e-82,0.048228446504858136,0.0,7.94581005476867e-10,0.12764717433359646,0.44504912287160475,0.0,0.005740175745024643,1.015681553504254e-05,0.0,1.229539216572645e-05,0.0006812850979182471,1.2697742493651678e-14,2.0491449176320325e-11,3.405500688793479e-119,0.005412355457295798,3.739666445603683e-05,4.724421023925748e-05,0.0,0.0,0.09927197988283862,7.340136044286427e-14,6.693568427029595e-08,8.450341843202867e-58,7.882366329464297e-05,1.5123823686942964e-12,2.552237784100157e-08,0.42668512648699236,1.6161321017543272e-26,8.587796069877704e-06,3.005504365400223e-08
CCAT1,0.2959766237173963,2.958460136020763e-05,0.7437871282156945,0.014986946371223338,0.023424572673945186,0.0,0.011475627110370557,0.7173212381048089,5.479649120734813e-12,0.0008210266508004288,0.0,0.0005823413695507225,0.0,5.8571744614944904e-05,0.4453416152965153,0.0,0.28550368657803593,0.0019264903348967341,0.2855222315783304,0.04796076038066886,0.01051480914138362,0.08312203845868814,0.041683814616770586,0.0,0.0,0.04894557657540823,0.11612475761510083,4.225220182174654e-09,0.0018139065542432044,0.00041805595428050257,0.1288681328018272,0.00746568090561965,1.377330063362551e-09,1.8561729930611402e-15,0.6083058690410369,0.0,0.0912522752354415,0.016773032086786526,0.04843418699413626,0.0,0.005253995629090342,0.007397284366864692,0.0,0.1701298728666474,0.04249545576281915,0.08317135162983931,0.008689484366876127,0.006986680846104808,0.12807030800750452,0.02047351589538971,0.32667661693037764,0.0,0.0,0.032329335040745366,0.19642484909898872,0.00033748191030158025,0.002419715039184581,0.19140900465718247,0.04551755021714991,0.01078788813188905,0.08727220077433419,0.17246596922543442,0.4752490791465293,0.43029929732327893
CCAT2,0.048497121332256005,0.0018865381571505288,0.0012104314829947506,0.002463379531270687,0.32587748679297834,0.0,0.0035451192315474837,1.1280913497162952,8.095403951982319e-22,7.632880666387094e-06,0.0,0.07424948748645314,0.0,4.7918993431508826e-05,0.03539824720063086,0.0,0.028183767593650808,0.005705317910257627,0.10600838942019238,0.014254920687233882,0.04050867637716886,0.33365152261589276,0.05638299754503075,0.0,0.00039065073631087114,0.2304511184342373,0.10366944704275279,1.031395812704614e-09,0.00017064700840533026,0.019005463793651846,0.014610637145892667,0.7537058205373179,0.01133584805193579,0.0013178608954305434,0.0874905842394736,0.0,0.08539948007891143,0.04046925866971173,0.2052273730538245,0.0,0.01069184410013758,0.0007503692364783341,0.0,0.06075035881199282,0.008393915930824827,0.06214422084411215,0.0006178683171368543,8.118363986736827e-25,0.12991222360911095,0.21262248019911908,0.010429405544945952,0.0,0.0,0.06923652781948073,0.3157281356739904,0.06597659105042478,1.0350401041162175e-05,0.07423132996938452,0.017055514841704426,0.023661726197194533,0.2948749889637607,0.0006172187495569021,0.06445415768373107,0.021878724785680027
CCDC26,0.24163608518375765,4.7309788776158535e-06,0.04771241957470726,4.515317826215777e-06,3.0733316268455075e-05,0.0,8.163412467728269e-18,1.2129393001432689e-07,4.366814009637154e-23,2.411965895824304e-07,0.0,7.56823551830725e-12,0.0,5.227347977262358e-12,0.027080056890243818,0.0,0.0,3.2225145698101516e-05,0.01818529111548104,7.588711319232787e-06,9.441052378311115e-114,1.307660375694588e-17,7.073614771661232e-05,0.0,8.846712737439115e-12,0.12043559891516846,0.15020531887576064,1.9835329236428484e-28,9.013853374338957e-05,6.564665661216682e-129,1.5639907711007083e-10,2.2178194335076853e-09,6.422749107508525e-32,5.5200897945239755e-21,0.014843802512045857,0.0,0.002077605960072744,5.090284721739173e-05,5.0928562469405386e-30,0.0,1.9190969924706806e-12,1.937289813030235e-05,0.0,0.0002871424835393178,0.00411889384746024,0.10664627952168822,0.0,0.009262087356506403,0.9961745879106843,0.01728386835120373,0.1600298779464408,0.0,0.0,3.8629856844599216e-21,1.4803067002526778e-09,2.1533682773822344e-07,3.9409686599910244e-21,6.882614808590882e-41,0.015512868881296854,0.03289718085048212,0.004264769127396619,8.401903530941081e-11,1.4215157717008953,3.272476066691638e-12
CDKN2B-AS1,0.0029331156804289255,0.004430770304461576,0.0038144647983467794,0.11370793185602766,0.030544290639576536,0.0,0.0003077750672908116,0.03620310679944288,0.007181176217025638,1.9071382065783502,0.0,0.04079529494502289,0.0,0.02272216251920208,0.007480933789422337,0.0,0.004501778851405331,0.004396263343972079,0.06259323671718484,0.0006133028400693841,0.006799562926048793,0.007446112946249208,0.3349481386222458,0.0,0.011852528939808206,0.019565497383520224,0.016114170298232276,1.917008154521678e-05,0.10532174918093723,0.02734288944669354,2.6984431181231705,0.003983242868886585,0.132588920198717,2.1169698357266587e-05,0.5181977879754518,0.0,0.03565152388507265,0.006157746519724148,0.053078287736722234,0.0,0.5195009535846595,0.2945010842677353,0.0,0.0013718782598398044,0.0036043573806034054,0.00021936241768321158,0.0024811819647989736,0.11508749392852813,0.24805311129072796,0.0105204601219858,0.0015216095783228134,0.0,0.0,0.019804671974855692,0.008250664960493046,0.3327963285910539,0.8228060975188793,0.0032179455105272514,0.03707002054301464,0.0006060055110513781,0.007961442609893224,0.030592793558769957,1.8400940148184184,0.3530769817097806
CRNDE,0.11827940012781933,3.460578384286768e-12,0.24663056703897362,3.618836727548446e-05,0.0005458497269633239,0.0,1.673900966029808e-09,0.0008524154107013546,3.87760745270503e-17,0.04505718959828908,0.0,0.22388310259392197,0.0,3.240254502840862e-14,0.06194450516682574,0.0,0.03944054348897442,0.00016024353408593289,0.030427487121029186,1.5092477618854549e-05,1.8731777280833122e-10,0.0024143412465070066,0.005344110140448953,0.0,1.1898951401156664e-06,0.0019280975746711112,6.639777955720879e-07,2.85597583837285e-14,1.953747086316863e-05,1.3802251672490636e-38,6.503597384292952e-05,0.00033143370232243335,1.460871168798095e-12,2.5973139717201822e-180,6.988717648478749e-06,0.0,0.026953884115715608,0.00032374325282057603,6.403267494671116e-05,0.0,0.007347492409693512,0.002954918223994145,0.0,0.0006749296471389967,1.5444244130396831,0.0004659282326401634,4.5084139050758034e-05,0.03113392846328937,0.000884891878708958,0.007960005620595055,0.010250700699861129,0.0,0.0,7.93916664372849e-06,0.7470270898858571,2.6493915119966726e-06,0.0011464346911383978,9.99299282430864e-12,0.0003167774630000355,0.000661130117988836,0.0007584745066234991,0.5692168236711481,2.5400047156699434e-05,0.08127225599732246
DANCR,0.016106388653441325,3.450505778490071e-23,1.2204303054837228e-08,1.9286850144676273,1.9694153174638787e-05,0.0,0.0005565112019995648,0.003191593917315871,0.024698902451235787,8.078552876000121e-08,0.0,8.38997533844995e-06,0.0,9.84236580045545e-12,0.00018399331584012011,0.0,8.62001832042231e-05,0.02354463493800539,0.0025795425872799232,8.705608555019614e-08,3.662869120509387e-99,0.08903360093348475,0.014786667176474139,0.0,2.1724032846624882e-24,0.35249257110147847,0.041430955860273976,0.0,0.0033205938742976366,1.2937117615461026e-05,1.031825974319759e-06,0.00041107997995082287,2.6889660801640743e-06,6.430006789250509e-15,0.0037159762531583473,0.0,0.08793097398862072,0.04632327861653918,0.0597209658421109,0.0,0.0011149062029412104,0.00032413607274602187,0.0,0.0,0.012845680236876279,9.587168857290546e-05,7.824016962903546e-14,3.3190168502766218e-15,0.052960838675156816,0.052990064659304906,8.169599343255268e-06,0.0,0.0,0.2652837018470836,6.03536388166586e-07,3.5585930161870924e-06,3.8202098039456765e-21,0.0006224729586479229,0.0010223948570246826,8.07870655674258e-10,0.2001485219976624,0.0001088921382049385,0.0003689762066163087,0.0
DAOA-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2132319269292645e-95,1.5813049091526257e-07,0.0,1.9489882995559326e-07,0.0,0.0,5.586478533040014e-07,0.0,0.0,1.4276328154732323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.838273058417877e-58,0.0,0.0,6.737798085094074e-08,0.04603208071489412,0.0,0.0,0.0,0.0,0.0,2.513947493700343e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16314778611310699,0.0,0.0,0.0,0.0,0.0,8.731952769489205e-147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4323854487595019e-304
DGCR5,0.0,0.0,0.0,0.0,0.0,0.0,6.953837694688879e-241,1.0040792139914565e-227,1.3180155801068938e-40,0.0,0.0,0.0,0.0,0.0,0.0019272558517034978,0.0,0.0,9.680279781004315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0088723425211445,0.0,0.0,0.0,0.0,0.0,0.004569850276424388,0.0,0.0,0.0,0.0,0.0,0.0,2.2474627477025767e-17,0.0,0.0,6.508861730789968e-10,0.0,6.308378494563762e-247,1.3225066443172367e-96,0.0,0.0,0.0,1.4040137546308962e-49,0.0,0.0,2.5347599099167588e-82,0.0,0.0,0.0,0.0,0.0,6.764080539292953e-23,1.137337942193e-46
DISC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.280996411393628e-05,0.39552018418019014,0.0,1.9716853025644518,0.0,0.0,2.2137156279296637e-06,0.0,0.0,0.2739399018961417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12468145167302e-57,0.0,0.0,9.105296573864753e-09,0.03168746769579605,0.0,0.0,0.0,0.0,0.0,1.8794316977815318e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32451272638556034,0.0,0.0,0.0,0.0,0.0,2.287120980852565e-146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.443223020755535e-305
DLEU1,5.015650547180264e-289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.403073234888092,0.0,0.20588358794343,0.0,0.0,3.2554076995848753e-06,0.0,0.0,6.199025062561182e-17,0.0,0.0,0.0,0.0,6.711192220299772e-192,0.0,1.0073790079394565e-09,0.0,6.03824378685813e-281,0.0,0.0,2.1704358844342995e-10,0.0,6.447065702530286e-18,0.0,0.0,5.979493857951203e-12,0.0,0.0,0.0,0.0,0.0,2.410936325949511e-21,0.0,0.0,0.0,6.001393327179612e-91,0.0,0.0,2.2181284582685464e-258,1.1073799493700738e-44,0.0,0.0,0.0,0.0,0.0,0.27292122924538054,0.0,0.00048443126247045093,0.0,0.0,8.649199022385549e-29,0.0,1.2609610860887053e-17,1.0996738406553073e-248,0.0
DNM3OS,0.0001564753151372299,0.0,3.445216561661395e-26,8.853346743968438e-235,3.873476510173884e-10,0.0,0.0,4.302456652301259e-14,0.0,1.5721650885212488e-86,0.0,0.6177415903241216,0.0,2.8752328264650154e-22,9.12544786777861e-17,0.0,2.4493409573758586e-14,4.152552642946749e-11,1.9052668302517343e-80,4.277432161626047e-28,9.375321018382153e-22,0.0022389014950054114,1.9085354011068557e-55,0.0,1.1376747087376452e-116,7.508915891563703e-16,4.714096082627966e-66,1.9347169072266327e-53,2.3423516530661126e-111,7.765123219373864e-111,2.088388511309415e-16,8.067114129002871e-14,4.5234954071521484e-27,6.1746875069552e-293,1.158548316181919e-14,0.0,3.087600072945338e-286,2.1777154580043637e-13,2.917103919090374e-51,0.0,3.583538798451627e-150,0.0,0.0,0.0,0.0,0.0010864502454578588,9.046851402053098e-30,2.4612749097452928e-264,7.640568041426869e-31,3.886355952882597e-19,2.2390654843048503e-202,0.0,0.0,0.0,0.0030827707548876883,5.431885141824573e-22,3.653099846772258e-35,3.699835888839737e-160,6.306483490184275e-169,3.145493440658776e-08,5.777859971012863e-13,2.2957072365147e-15,1.8961839287231398e-10,2.2025513322428344e-08
DSCAM-AS1,4.645965383900245e-09,2.7476130558532004e-64,4.960252539149273e-12,4.5187031903321046e-08,3.178494835238567e-16,0.0,3.6453855997710764e-42,8.843303187218338e-12,1.3872510011520097e-37,7.717516159813642e-20,0.0,1.8331523638025e-30,0.0,4.7903668352175477e-14,1.321375560782164e-47,0.0,6.374073227503029e-33,2.6626843837879204e-07,2.102853345684121e-07,4.660323378814145e-31,2.257781145635458e-223,1.869041171577655e-42,1.555435853131834e-05,0.0,0.0,0.001953426222016624,0.4947024729677708,7.375554705792124e-60,3.3533160029421156e-109,2.3492951396306634e-220,2.421976042956981e-16,2.6486017828832445e-37,4.630434231641109e-50,7.546123679578684e-23,4.189115788359634e-216,0.0,0.0002173948620338684,9.321897653207989e-09,1.2725114880540566e-43,0.0,6.627818929491814e-37,1.2151194045287138e-38,0.0,0.0,9.227609347101046e-07,0.0052217461330797575,9.771876344752646e-301,3.8402407290994674e-175,1.8154112166931807e-06,6.959625251626834e-06,4.544035635256363e-289,0.0,0.0,9.313146850001465e-28,0.0,2.474841549829487e-16,3.485011305954781e-80,5.359677465300844e-52,0.08047628055627805,1.5226950209117486e-17,0.0022155782510449346,1.0380877958565628e-25,0.0,2.069737718258497e-16
EPB41L4A-AS1,4.386241894923559e-05,3.837251614250017e-21,0.0,3.242022219334525e-126,5.516472755138297e-83,0.0,6.655739251881625e-100,1.091905683537868e-27,0.0,0.0,0.0,6.1498239912162936e-21,0.0,1.6014038735388064e-300,1.6963386958375288e-36,0.0,7.239356871738297e-49,6.874755237800674e-09,0.004605293862362277,8.152714233992023e-24,0.0,0.0,4.69942465256144e-15,0.0,7.15718534751933e-250,3.664284423785992e-14,9.310457124385879e-09,0.0,3.5367714143726135e-36,0.4737323445311243,1.475682738554753e-26,2.8876279237421274e-27,2.014127634404988e-59,0.0,1.3349565794917259e-05,0.0,9.54143404733057e-237,4.431548275366795e-13,0.20326429926726733,0.0,0.0002576497467497995,1.3027951364950985e-58,0.0,8.664954340065935e-20,1.5252722723821376e-13,0.0,1.0614617586762874e-26,0.0,0.0,1.980667567395873e-06,7.671808764003864e-138,0.0,0.0,1.8798128117263033e-39,8.403784236730926e-202,2.0290423845278077e-36,1.5077641854537713e-18,4.501337548327033e-85,5.5963527476920425e-05,3.977060134114405e-33,7.709947671058489e-07,5.333582813687415e-06,1.0958983230761984e-156,1.5171543076445242e-12
